section,row_type,dataset_type,meeting_id,candidate_model,meeting_count,evaluator_run_count,accuracy_avg,completeness_avg,coverage_avg,accuracy_scores_by_evaluator,completeness_scores_by_evaluator,coverage_scores_by_evaluator,note,report_path
detail,meeting_model,city_council,t_153646994727591924137215190422748124328,gpt-41-mini,,2,0.567,0.811,0.791,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.467, ""gpt-5-2025-08-07"": 0.667}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.833, ""gpt-5-2025-08-07"": 0.789}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.833, ""gpt-5-2025-08-07"": 0.75}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_153646994727591924137215190422748124328/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,city_council,t_153646994727591924137215190422748124328,gpt-5-mini,,2,0.659,0.911,0.959,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.727, ""gpt-5-2025-08-07"": 0.591}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.909, ""gpt-5-2025-08-07"": 0.914}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 0.917}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_153646994727591924137215190422748124328/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,city_council,t_153646994727591924137215190422748124328,gpt-51,,2,0.617,0.899,0.833,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.529, ""gpt-5-2025-08-07"": 0.706}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.91, ""gpt-5-2025-08-07"": 0.887}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.833, ""gpt-5-2025-08-07"": 0.833}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_153646994727591924137215190422748124328/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,city_council,t_161550297287408498554053498832287176705,gpt-41-mini,,2,0.694,0.826,0.9,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.71, ""gpt-5-2025-08-07"": 0.677}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.833, ""gpt-5-2025-08-07"": 0.819}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.9, ""gpt-5-2025-08-07"": 0.9}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_161550297287408498554053498832287176705/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,city_council,t_161550297287408498554053498832287176705,gpt-5-mini,,2,0.817,0.847,0.9,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.833, ""gpt-5-2025-08-07"": 0.8}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.828, ""gpt-5-2025-08-07"": 0.866}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.9, ""gpt-5-2025-08-07"": 0.9}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_161550297287408498554053498832287176705/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,city_council,t_161550297287408498554053498832287176705,gpt-51,,2,0.63,0.907,0.95,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.63, ""gpt-5-2025-08-07"": 0.63}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.887, ""gpt-5-2025-08-07"": 0.926}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.95, ""gpt-5-2025-08-07"": 0.95}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_161550297287408498554053498832287176705/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,city_council,t_180256091084934261719910160327606052614,gpt-41-mini,,2,0.775,0.819,0.909,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.85, ""gpt-5-2025-08-07"": 0.7}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.812, ""gpt-5-2025-08-07"": 0.825}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.909, ""gpt-5-2025-08-07"": 0.909}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_180256091084934261719910160327606052614/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,city_council,t_180256091084934261719910160327606052614,gpt-5-mini,,2,0.741,0.835,0.909,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.699, ""gpt-5-2025-08-07"": 0.783}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.839, ""gpt-5-2025-08-07"": 0.831}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.909, ""gpt-5-2025-08-07"": 0.909}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_180256091084934261719910160327606052614/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,city_council,t_180256091084934261719910160327606052614,gpt-51,,2,0.744,0.879,0.939,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.78, ""gpt-5-2025-08-07"": 0.707}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.854, ""gpt-5-2025-08-07"": 0.903}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.939, ""gpt-5-2025-08-07"": 0.939}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_180256091084934261719910160327606052614/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,city_council,t_196638895769607976636461928328929069252,gpt-41-mini,,2,0.566,0.766,0.957,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.696, ""gpt-5-2025-08-07"": 0.435}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.789, ""gpt-5-2025-08-07"": 0.743}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.957, ""gpt-5-2025-08-07"": 0.957}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_196638895769607976636461928328929069252/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,city_council,t_196638895769607976636461928328929069252,gpt-5-mini,,2,0.716,0.868,0.957,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.75, ""gpt-5-2025-08-07"": 0.682}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.863, ""gpt-5-2025-08-07"": 0.873}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.957, ""gpt-5-2025-08-07"": 0.957}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_196638895769607976636461928328929069252/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,city_council,t_196638895769607976636461928328929069252,gpt-51,,2,0.572,0.898,0.957,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.612, ""gpt-5-2025-08-07"": 0.531}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.905, ""gpt-5-2025-08-07"": 0.891}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.957, ""gpt-5-2025-08-07"": 0.957}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_196638895769607976636461928328929069252/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,city_council,t_203623473349312317087775122627143579269,gpt-41-mini,,2,0.796,0.815,0.712,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.852, ""gpt-5-2025-08-07"": 0.741}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.815, ""gpt-5-2025-08-07"": 0.814}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.727, ""gpt-5-2025-08-07"": 0.697}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_203623473349312317087775122627143579269/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,city_council,t_203623473349312317087775122627143579269,gpt-5-mini,,2,0.765,0.831,0.818,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.824, ""gpt-5-2025-08-07"": 0.706}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.848, ""gpt-5-2025-08-07"": 0.814}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.848, ""gpt-5-2025-08-07"": 0.788}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_203623473349312317087775122627143579269/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,city_council,t_203623473349312317087775122627143579269,gpt-51,,2,0.74,0.917,0.97,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.75, ""gpt-5-2025-08-07"": 0.731}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.902, ""gpt-5-2025-08-07"": 0.931}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.97, ""gpt-5-2025-08-07"": 0.97}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_203623473349312317087775122627143579269/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,city_council,t_206760998982614878184623504038248857164,gpt-41-mini,,2,0.725,0.802,0.85,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.75, ""gpt-5-2025-08-07"": 0.7}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.813, ""gpt-5-2025-08-07"": 0.792}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.9, ""gpt-5-2025-08-07"": 0.8}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_206760998982614878184623504038248857164/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,city_council,t_206760998982614878184623504038248857164,gpt-5-mini,,2,0.911,0.879,0.975,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.929, ""gpt-5-2025-08-07"": 0.893}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.887, ""gpt-5-2025-08-07"": 0.871}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 0.95}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_206760998982614878184623504038248857164/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,city_council,t_206760998982614878184623504038248857164,gpt-51,,2,0.9,0.943,0.95,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.96, ""gpt-5-2025-08-07"": 0.84}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.898, ""gpt-5-2025-08-07"": 0.987}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.95, ""gpt-5-2025-08-07"": 0.95}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_206760998982614878184623504038248857164/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,city_council,t_227123168473691094147595939364167917256,gpt-41-mini,,2,0.763,0.8,0.647,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.842, ""gpt-5-2025-08-07"": 0.684}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.836, ""gpt-5-2025-08-07"": 0.765}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.647, ""gpt-5-2025-08-07"": 0.647}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_227123168473691094147595939364167917256/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,city_council,t_227123168473691094147595939364167917256,gpt-5-mini,,2,0.719,0.841,0.839,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.75, ""gpt-5-2025-08-07"": 0.688}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.836, ""gpt-5-2025-08-07"": 0.845}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.824, ""gpt-5-2025-08-07"": 0.853}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_227123168473691094147595939364167917256/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,city_council,t_227123168473691094147595939364167917256,gpt-51,,2,0.75,0.909,0.986,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.806, ""gpt-5-2025-08-07"": 0.694}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.924, ""gpt-5-2025-08-07"": 0.895}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 0.971}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_227123168473691094147595939364167917256/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,city_council,t_232276779192679881902870871011229238381,gpt-41-mini,,2,0.632,0.834,0.88,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.632, ""gpt-5-2025-08-07"": 0.632}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.852, ""gpt-5-2025-08-07"": 0.816}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.92, ""gpt-5-2025-08-07"": 0.84}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_232276779192679881902870871011229238381/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,city_council,t_232276779192679881902870871011229238381,gpt-5-mini,,2,0.691,0.851,0.88,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.735, ""gpt-5-2025-08-07"": 0.647}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.823, ""gpt-5-2025-08-07"": 0.878}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.88, ""gpt-5-2025-08-07"": 0.88}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_232276779192679881902870871011229238381/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,city_council,t_232276779192679881902870871011229238381,gpt-51,,2,0.55,0.874,0.92,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.625, ""gpt-5-2025-08-07"": 0.475}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.882, ""gpt-5-2025-08-07"": 0.866}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.92, ""gpt-5-2025-08-07"": 0.92}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_232276779192679881902870871011229238381/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,city_council,t_232380390825704564563450343709460551188,gpt-41-mini,,2,0.894,0.797,0.728,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.947, ""gpt-5-2025-08-07"": 0.842}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.811, ""gpt-5-2025-08-07"": 0.783}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.788, ""gpt-5-2025-08-07"": 0.667}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_232380390825704564563450343709460551188/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,city_council,t_232380390825704564563450343709460551188,gpt-5-mini,,2,0.685,0.835,0.788,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.741, ""gpt-5-2025-08-07"": 0.63}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.833, ""gpt-5-2025-08-07"": 0.837}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.788, ""gpt-5-2025-08-07"": 0.788}",reused,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/t_232380390825704564563450343709460551188/offline/evaluation_report_standard_gpt-5-mini.json
