section,row_type,dataset_type,meeting_id,candidate_model,meeting_count,evaluator_run_count,accuracy_avg,completeness_avg,coverage_avg,accuracy_scores_by_evaluator,completeness_scores_by_evaluator,coverage_scores_by_evaluator,note,report_path
detail,meeting_model,whitehouse_press_briefings,whpb_20210126_press_d,gpt-41-mini,,2,0.729,0.849,0.613,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.8, ""gpt-5-2025-08-07"": 0.657}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.831, ""gpt-5-2025-08-07"": 0.868}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.613, ""gpt-5-2025-08-07"": 0.613}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210126_press_d/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210120_press_d,gpt-51,,2,0.625,0.901,0.984,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.646, ""gpt-5-2025-08-07"": 0.604}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.874, ""gpt-5-2025-08-07"": 0.927}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 0.968}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210120_press_d/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210120_press_d,gpt-5-mini,,2,0.645,0.878,0.952,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.658, ""gpt-5-2025-08-07"": 0.632}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.843, ""gpt-5-2025-08-07"": 0.913}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.968, ""gpt-5-2025-08-07"": 0.935}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210120_press_d/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210208_press_d,gpt-41-mini,,2,0.27,0.845,1.0,"{""anthropic.claude-sonnet-4-20250514-v1:0"": null, ""gpt-5-2025-08-07"": 0.27}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.842, ""gpt-5-2025-08-07"": 0.849}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 1.0}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210208_press_d/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210126_press_d,gpt-51,,2,0.589,0.904,0.968,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.412, ""gpt-5-2025-08-07"": 0.765}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.885, ""gpt-5-2025-08-07"": 0.923}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.968, ""gpt-5-2025-08-07"": 0.968}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210126_press_d/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210126_press_d,gpt-5-mini,,2,0.543,0.861,0.758,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.522, ""gpt-5-2025-08-07"": 0.565}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.848, ""gpt-5-2025-08-07"": 0.874}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.742, ""gpt-5-2025-08-07"": 0.774}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210126_press_d/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210208_press_d,gpt-5-mini,,2,0.262,0.871,0.947,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.31, ""gpt-5-2025-08-07"": 0.214}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.853, ""gpt-5-2025-08-07"": 0.889}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.947, ""gpt-5-2025-08-07"": 0.947}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210208_press_d/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210208_press_d,gpt-51,,2,0.513,0.899,1.0,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.447, ""gpt-5-2025-08-07"": 0.579}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.861, ""gpt-5-2025-08-07"": 0.936}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 1.0}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210208_press_d/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210217_press_d,gpt-41-mini,,2,0.486,0.87,1.0,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.583, ""gpt-5-2025-08-07"": 0.389}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.883, ""gpt-5-2025-08-07"": 0.857}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 1.0}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210217_press_d/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210217_press_d,gpt-5-mini,,2,0.474,0.891,1.0,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.429, ""gpt-5-2025-08-07"": 0.518}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.871, ""gpt-5-2025-08-07"": 0.912}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 1.0}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210217_press_d/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210217_press_d,gpt-51,,2,0.484,0.923,1.0,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.371, ""gpt-5-2025-08-07"": 0.597}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.902, ""gpt-5-2025-08-07"": 0.945}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 1.0}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210217_press_d/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210224_press_d,gpt-41-mini,,2,0.5,0.85,0.806,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.564, ""gpt-5-2025-08-07"": 0.436}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.86, ""gpt-5-2025-08-07"": 0.84}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.806, ""gpt-5-2025-08-07"": 0.806}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210224_press_d/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210308_press_d,gpt-41-mini,,2,0.61,0.776,0.758,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.781, ""gpt-5-2025-08-07"": 0.438}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.798, ""gpt-5-2025-08-07"": 0.754}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.806, ""gpt-5-2025-08-07"": 0.71}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210308_press_d/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210224_press_d,gpt-5-mini,,2,0.387,0.849,0.855,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.419, ""gpt-5-2025-08-07"": 0.355}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.852, ""gpt-5-2025-08-07"": 0.847}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.871, ""gpt-5-2025-08-07"": 0.839}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210224_press_d/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210308_press_d,gpt-5-mini,,2,0.5,0.881,0.823,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.542, ""gpt-5-2025-08-07"": 0.458}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.883, ""gpt-5-2025-08-07"": 0.878}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.871, ""gpt-5-2025-08-07"": 0.774}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210308_press_d/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210415_press_d,gpt-41-mini,,2,0.3,0.873,0.921,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.3, ""gpt-5-2025-08-07"": 0.3}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.886, ""gpt-5-2025-08-07"": 0.861}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.947, ""gpt-5-2025-08-07"": 0.895}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210415_press_d/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210308_press_d,gpt-51,,2,0.324,0.871,1.0,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.392, ""gpt-5-2025-08-07"": 0.255}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.858, ""gpt-5-2025-08-07"": 0.883}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 1.0}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210308_press_d/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210415_press_d,gpt-5-mini,,2,0.268,0.875,0.947,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.286, ""gpt-5-2025-08-07"": 0.25}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.894, ""gpt-5-2025-08-07"": 0.857}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.947, ""gpt-5-2025-08-07"": 0.947}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210415_press_d/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210224_press_d,gpt-51,,2,0.338,0.881,0.984,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.325, ""gpt-5-2025-08-07"": 0.35}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.834, ""gpt-5-2025-08-07"": 0.929}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 0.968}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210224_press_d/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210415_press_d,gpt-51,,2,0.296,0.883,0.974,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.407, ""gpt-5-2025-08-07"": 0.185}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.889, ""gpt-5-2025-08-07"": 0.878}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 0.947}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210415_press_d/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210422_press_d,gpt-41-mini,,2,0.536,0.776,0.806,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.643, ""gpt-5-2025-08-07"": 0.429}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.846, ""gpt-5-2025-08-07"": 0.706}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.806, ""gpt-5-2025-08-07"": 0.806}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210422_press_d/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210521_press_d,gpt-41-mini,,2,0.403,0.819,0.984,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.452, ""gpt-5-2025-08-07"": 0.355}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.819, ""gpt-5-2025-08-07"": 0.818}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.968, ""gpt-5-2025-08-07"": 1.0}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210521_press_d/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210422_press_d,gpt-51,,2,0.22,0.887,0.935,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.36, ""gpt-5-2025-08-07"": 0.08}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.865, ""gpt-5-2025-08-07"": 0.909}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.903, ""gpt-5-2025-08-07"": 0.968}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210422_press_d/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210422_press_d,gpt-5-mini,,2,0.197,0.865,0.903,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.273, ""gpt-5-2025-08-07"": 0.121}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.878, ""gpt-5-2025-08-07"": 0.852}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.935, ""gpt-5-2025-08-07"": 0.871}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210422_press_d/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210521_press_d,gpt-5-mini,,2,0.337,0.861,0.984,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.395, ""gpt-5-2025-08-07"": 0.279}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.853, ""gpt-5-2025-08-07"": 0.868}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 0.968}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210521_press_d/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20230123_press_d,gpt-41-mini,,2,0.667,0.827,0.688,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.667, ""gpt-5-2025-08-07"": 0.667}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.83, ""gpt-5-2025-08-07"": 0.823}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.75, ""gpt-5-2025-08-07"": 0.625}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20230123_press_d/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20210521_press_d,gpt-51,,2,0.491,0.926,1.0,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.386, ""gpt-5-2025-08-07"": 0.596}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.898, ""gpt-5-2025-08-07"": 0.955}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 1.0}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20210521_press_d/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20230123_press_d,gpt-51,,2,0.5,0.895,1.0,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.562, ""gpt-5-2025-08-07"": 0.438}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.871, ""gpt-5-2025-08-07"": 0.919}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 1.0}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20230123_press_d/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20230123_press_d,gpt-5-mini,,2,0.54,0.893,1.0,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.56, ""gpt-5-2025-08-07"": 0.52}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.9, ""gpt-5-2025-08-07"": 0.886}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 1.0}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20230123_press_d/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20230125_press,gpt-41-mini,,2,0.581,0.813,0.823,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.677, ""gpt-5-2025-08-07"": 0.484}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.813, ""gpt-5-2025-08-07"": 0.814}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.871, ""gpt-5-2025-08-07"": 0.774}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20230125_press/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20230320_press,gpt-41-mini,,2,0.3,0.865,0.452,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.32, ""gpt-5-2025-08-07"": 0.28}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.838, ""gpt-5-2025-08-07"": 0.892}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.452, ""gpt-5-2025-08-07"": 0.452}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20230320_press/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20230125_press,gpt-5-mini,,2,0.6,0.821,0.855,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.675, ""gpt-5-2025-08-07"": 0.525}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.836, ""gpt-5-2025-08-07"": 0.805}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.935, ""gpt-5-2025-08-07"": 0.774}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20230125_press/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20230125_press,gpt-51,,2,0.467,0.877,0.968,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.533, ""gpt-5-2025-08-07"": 0.4}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.864, ""gpt-5-2025-08-07"": 0.891}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.968, ""gpt-5-2025-08-07"": 0.968}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20230125_press/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20230327_press_d,gpt-41-mini,,2,0.465,0.914,0.929,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.5, ""gpt-5-2025-08-07"": 0.429}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.908, ""gpt-5-2025-08-07"": 0.92}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.929, ""gpt-5-2025-08-07"": 0.929}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20230327_press_d/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20230320_press,gpt-51,,2,0.271,0.879,0.887,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.375, ""gpt-5-2025-08-07"": 0.167}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.863, ""gpt-5-2025-08-07"": 0.895}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.903, ""gpt-5-2025-08-07"": 0.871}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20230320_press/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20230327_press_d,gpt-5-mini,,2,0.357,0.915,0.965,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.464, ""gpt-5-2025-08-07"": 0.25}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.915, ""gpt-5-2025-08-07"": 0.914}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 0.929}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20230327_press_d/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20230320_press,gpt-5-mini,,2,0.21,0.818,0.806,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.323, ""gpt-5-2025-08-07"": 0.097}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.804, ""gpt-5-2025-08-07"": 0.831}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.839, ""gpt-5-2025-08-07"": 0.774}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20230320_press/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20230327_press_d,gpt-51,,2,0.392,0.932,0.929,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.522, ""gpt-5-2025-08-07"": 0.261}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.915, ""gpt-5-2025-08-07"": 0.95}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.929, ""gpt-5-2025-08-07"": 0.929}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20230327_press_d/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20230329_press,gpt-41-mini,,2,0.5,0.837,0.677,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.552, ""gpt-5-2025-08-07"": 0.448}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.838, ""gpt-5-2025-08-07"": 0.837}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.71, ""gpt-5-2025-08-07"": 0.645}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20230329_press/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20230329_press,gpt-51,,2,0.395,0.875,1.0,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.442, ""gpt-5-2025-08-07"": 0.349}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.856, ""gpt-5-2025-08-07"": 0.895}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 1.0}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20230329_press/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20230425_press,gpt-41-mini,,2,0.396,0.839,0.71,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.5, ""gpt-5-2025-08-07"": 0.292}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.845, ""gpt-5-2025-08-07"": 0.834}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.71, ""gpt-5-2025-08-07"": 0.71}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20230425_press/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20230329_press,gpt-5-mini,,2,0.5,0.879,0.871,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.545, ""gpt-5-2025-08-07"": 0.455}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.869, ""gpt-5-2025-08-07"": 0.888}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.935, ""gpt-5-2025-08-07"": 0.806}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20230329_press/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20230425_press,gpt-51,,2,0.287,0.897,1.0,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.275, ""gpt-5-2025-08-07"": 0.3}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.869, ""gpt-5-2025-08-07"": 0.924}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 1.0}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20230425_press/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20230427_press_d,gpt-41-mini,,2,0.625,0.844,0.867,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.688, ""gpt-5-2025-08-07"": 0.562}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.883, ""gpt-5-2025-08-07"": 0.804}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.867, ""gpt-5-2025-08-07"": 0.867}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20230427_press_d/offline/evaluation_report_standard_gpt-41-mini.json
